A§o,Mes,Nombre Servicio,Servicio en 67A,Cantidad,Senasa,Otros,Sin dato,RD,Haiti,Otros,Sin dato,Masculino,Femenino
2020,1,BIOPSIA POR TOMOGRAFIA ,Tomograf°a,12,11,1,0,12,0,0,0,5,7
2020,1,BIOPSIA SONODIRIGIDA CUELLO (GANGLIOS Y TIROIDES Y MASAS),Sonograf°a,1,0,1,0,1,0,0,0,0,1
2020,1,BIOPSIA SONODIRIGIDA DE MAMAS,Sonograf°a,64,44,17,0,64,0,0,0,0,64
2020,1,BIOPSIA SONODIRIGIDA DE PROSTATA,Sonograf°a,31,26,4,0,31,0,0,0,30,1
2020,1,BIOPSIA SONODIRIGIDA DE TIROIDES,Sonograf°a,37,27,10,0,37,0,0,0,0,37
2020,1,BIOPSIA SONODIRIGIDA PARTES BLANDAS (CON TRUCUT),Sonograf°a,4,4,0,0,4,0,0,0,1,3
2020,1,BIOPSIA TOMODIRIGIDA HEPATICA,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2020,1,CITOSCOPIA ,Cistoscop°a,10,8,2,0,10,0,0,0,4,6
2020,1,COLPOSCOPIA CON BIOPSIA,Colposcop°a,4,3,1,0,4,0,0,0,0,4
2020,1,COMPRESION FOCAL UNILATERAL,Otros servicios de im†genes,6,4,2,0,6,0,0,0,0,6
2020,1,CONIZACION ASA DIAMETRICA EN CONSULTORIO,Colposcop°a,1,1,0,0,1,0,0,0,0,1
2020,1,DRENAJE PERCUTANEO DE ABSCESOS Y COLECCIONES LIQUIDA,Sonograf°a,2,2,0,0,1,0,1,0,0,2
2020,1,ECOCARDIOGRAMA,Otros servicios de im†genes,152,125,23,0,147,3,2,0,37,115
2020,1,ESTUDIO DE COLORACION BASICA EN CITOLOGIA CERVICOVAGINAL (PAPANICOLAU),Otros servicios de im†genes,15,12,2,0,13,0,1,1,0,15
2020,1,GASTROSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD,Endoscop°as G†strica,50,42,7,0,50,0,0,0,11,39
2020,1,INMUNOHISTOQUIMICA TEJIDOS SOLIDOS,Otros servicios de im†genes,11,5,6,0,11,0,0,0,4,7
2020,1,MAMOGRAFIA BILATERAL,Mamograf°a,376,340,36,0,370,0,3,3,1,375
2020,1,MAMOGRAFIA UNILATERAL,Mamograf°a,11,9,2,0,11,0,0,0,0,11
2020,1,MARCAJE POR SONOGRAFIA,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2020,1,NEFROSTOMIA CERRADA,Otros servicios de im†genes,1,1,0,0,1,0,0,0,0,1
2020,1,PARACENTESIS,Sonograf°a,1,1,0,0,1,0,0,0,1,0
2020,1,POLIPECTOMIA ENDOSCOPICA DE ESOFAGO,Rectocismoidoscopia,1,0,1,0,1,0,0,0,1,0
2020,1,POLIPECTOM?A ENDOSCOPICA DE RECTO SOD,Rectocismoidoscopia,2,1,1,0,2,0,0,0,0,2
2020,1,RECTOSIGMOIDOSCOP?A CA CU,Rectocismoidoscopia,3,3,0,0,3,0,0,0,1,2
2020,1,RX-ABDOMEN SIMPLE AP,Radiograf°a,7,6,1,0,6,0,1,0,4,3
2020,1,RX-CADERA COMPARATIVA,Radiograf°a,1,0,1,0,1,0,0,0,0,1
2020,1,RX-CODO AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,1,RX-COLUMNA CERVICAL AP,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2020,1,RX-COLUMNA CERVICAL AP Y LATERAL,Radiograf°a,5,5,0,0,3,0,1,1,2,3
2020,1,RX-COLUMNA DORSAL AP,Radiograf°a,1,0,1,0,1,0,0,0,0,1
2020,1,"RX-COLUMNA DORSAL AP, LATERLA Y 1 OBLICUA",Radiograf°a,2,2,0,0,2,0,0,0,0,2
2020,1,RX-COLUMNA DORSO LUMBAR AP Y LATERAL PARA ESCOLIOSIS,Radiograf°a,2,2,0,0,2,0,0,0,1,1
2020,1,RX-COLUMNA DORSOLUMBAR,Radiograf°a,3,3,0,0,3,0,0,0,0,3
2020,1,RX-COLUMNA LUMBAR,Radiograf°a,13,13,0,0,13,0,0,0,2,11
2020,1,RX-COLUMNA LUMBO-SACRA AP Y LATERAL,Radiograf°a,11,11,0,0,11,0,0,0,3,8
2020,1,RX-CRANEO AP Y LATERAL,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2020,1,RX-CUELLO PARA TEJIDOS BLANDOS,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,1,RX-FEMUR (MUSLO) UNA POSICION,Radiograf°a,1,0,1,0,1,0,0,0,0,1
2020,1,RX-HOMBRO AP,Radiograf°a,8,7,1,0,8,0,0,0,2,6
2020,1,RX-HOMBRO AP Y OTRA PROYECCION,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,1,RX-HUESO CALCANEO (TALON) MINIMO DE DOS POSICIONES,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,1,RX-MANO (O AMBAS) 2 POSICIONES (AP Y OBLICUA),Radiograf°a,2,2,0,0,2,0,0,0,0,2
2020,1,RX-MU•ECA AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,1,"RX-MU•ECA AP, LATERAL Y OBLICUA",Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,1,RX-MU•ECA UNA POSICION,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2020,1,RX-PELVIS AP,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,1,RX-PIE 2 POSICIONES,Radiograf°a,3,2,1,0,3,0,0,0,0,3
2020,1,RX-PIE UNA POSICION,Radiograf°a,2,1,1,0,2,0,0,0,1,1
2020,1,RX-RODILLA (AP Y LATERAL),Radiograf°a,15,13,2,0,15,0,0,0,4,11
2020,1,RX-SENOS PARANASALES,Radiograf°a,5,5,0,0,5,0,0,0,2,3
2020,1,RX-TIBIA Y PERONE (AP Y LATERAL),Radiograf°a,1,1,0,0,1,0,0,0,1,0
2020,1,RX-TOBILLO 2 POSICIONES (AP Y LATERAL),Radiograf°a,3,3,0,0,3,0,0,0,0,3
2020,1,RX-TORAX 2 POSICIONES (PA Y 1 OBLICUA / PA Y LATERAL),Radiograf°a,5,3,2,0,5,0,0,0,2,3
2020,1,RX-TORAX PA,Radiograf°a,400,338,57,0,383,1,9,7,96,304
2020,1,SONOGRAFIA ABDOMINAL,Sonograf°a,115,97,17,0,114,0,0,1,31,84
2020,1,SONOGRAFIA DE CUELLO,Sonograf°a,6,4,2,0,6,0,0,0,1,5
2020,1,SONOGRAFIA DE MAMAS,Sonomamograf°a,640,545,91,0,627,1,3,9,6,634
2020,1,SONOGRAFIA DE TIROIDES,Sonograf°a,45,38,7,0,45,0,0,0,1,44
2020,1,SONOGRAFIA PELVICA,Sonograf°a,12,10,2,0,12,0,0,0,3,9
2020,1,SONOGRAFIA PROSTATICA,Sonograf°a,3,2,1,0,3,0,0,0,3,0
2020,1,SONOGRAFIA TRANSVAGINAL,Sonograf°a,157,137,20,0,154,0,1,2,0,157
2020,1,TERAPIA DESCONGESTIVA COMPLEJA,Otros servicios de im†genes,25,6,19,0,25,0,0,0,0,25
2020,1,TERAPIA FISICA BASICA MAS MODALIDAD CINETICA,Otros servicios de im†genes,87,73,14,0,87,0,0,0,18,69
2020,1,TERAPIA FISICA BASICA MAS MODALIDAD ELECTRICA,Otros servicios de im†genes,1,1,0,0,1,0,0,0,1,0
2020,1,TOMA DE MUESTRA PAPANICOLAOU,Cistoscop°a,215,181,32,0,209,1,4,1,1,214
2020,1,TOMOGRAFIA ABDOMEN,Tomograf°a,147,120,25,0,140,2,3,2,46,101
2020,1,TOMOGRAFIA COLUMNA CERVICAL,Tomograf°a,1,1,0,0,1,0,0,0,0,1
2020,1,TOMOGRAFIA COLUMNA DORSAL,Tomograf°a,1,1,0,0,1,0,0,0,1,0
2020,1,TOMOGRAFIA COLUMNA LUMBAR,Tomograf°a,7,7,0,0,7,0,0,0,2,5
2020,1,TOMOGRAFIA CRANEO,Tomograf°a,47,43,4,0,44,0,0,3,18,29
2020,1,TOMOGRAFIA CUELLO (LARINGE O PARTES BLANDAS),Tomograf°a,16,13,3,0,15,0,0,1,9,7
2020,1,TOMOGRAFIA EXTREMIDADES INFERIORES,Tomograf°a,3,2,1,0,3,0,0,0,2,1
2020,1,TOMOGRAFIA OIDOS,Tomograf°a,1,0,1,0,1,0,0,0,0,1
2020,1,TOMOGRAFIA PELVIS,Tomograf°a,10,8,1,0,8,2,0,0,1,9
2020,1,TOMOGRAFIA SENOS PARA NASALES,Tomograf°a,14,10,4,0,14,0,0,0,3,11
2020,1,TOMOGRAFIA TORAX,Tomograf°a,96,78,16,0,93,0,2,1,35,61
2020,1,ULTRASONOGRAF?A DE PROSTATA TRANSRECTAL,Sonograf°a,2,2,0,0,1,0,1,0,2,0
2020,1,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON ,Sonograf°a,3,2,1,0,3,0,0,0,1,2
2020,1,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON ,Sonograf°a,10,10,0,0,10,0,0,0,4,6
2020,1,VIDEO COLONOSCOP?A DIAGN?STICA,Rectocismoidoscopia,44,35,9,0,44,0,0,0,7,37
2020,1,VIDEO COLONOSCOP?A DIAGN?STICA (CON BIOPSIA),Rectocismoidoscopia,1,1,0,0,1,0,0,0,1,0
2020,2,BIOPSIA POR TOMOGRAFIA ,Tomograf°a,13,12,1,0,13,0,0,0,3,10
2020,2,BIOPSIA SONODIRIGIDA CUELLO (GANGLIOS Y TIROIDES Y MASAS),Sonograf°a,1,1,0,0,1,0,0,0,1,0
2020,2,BIOPSIA SONODIRIGIDA DE MAMAS,Sonograf°a,69,50,17,0,66,1,1,1,2,67
2020,2,BIOPSIA SONODIRIGIDA DE PROSTATA,Sonograf°a,28,24,3,0,27,0,1,0,25,3
2020,2,BIOPSIA SONODIRIGIDA DE TIROIDES,Sonograf°a,62,52,9,0,62,0,0,0,5,57
2020,2,BIOPSIA SONODIRIGIDA PARTES BLANDAS (CON TRUCUT),Sonograf°a,8,5,2,0,7,1,0,0,3,5
2020,2,BIOPSIA-ASPIRADO MEDULA ?SEA,Otros servicios de im†genes,1,1,0,0,1,0,0,0,1,0
2020,2,CITOSCOPIA ,Cistoscop°a,4,3,1,0,4,0,0,0,2,2
2020,2,COLPOSCOPIA CON BIOPSIA,Colposcop°a,5,5,0,0,5,0,0,0,0,5
2020,2,COMPRESION FOCAL UNILATERAL,Otros servicios de im†genes,4,3,1,0,4,0,0,0,0,4
2020,2,DRENAJE ,Sonograf°a,1,0,1,0,1,0,0,0,1,0
2020,2,DRENAJE PERCUTANEO DE ABSCESOS Y COLECCIONES LIQUIDA,Sonograf°a,1,0,1,0,1,0,0,0,1,0
2020,2,ECOCARDIOGRAMA,Otros servicios de im†genes,161,135,25,0,156,0,3,2,41,120
2020,2,ESTUDIO DE COLORACION BASICA EN CITOLOGIA CERVICOVAGINAL (PAPANICOLAU),Otros servicios de im†genes,5,5,0,0,5,0,0,0,0,5
2020,2,GASTROSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD,Endoscop°as G†strica,51,42,9,0,50,1,0,0,10,41
2020,2,INMUNOHISTOQUIMICA TEJIDOS SOLIDOS,Otros servicios de im†genes,13,2,10,0,13,0,0,0,5,8
2020,2,LIGADURA ENDOSCOPICA DE VARICES ESOFAGICAS,Endoscop°as G†strica,1,1,0,0,1,0,0,0,0,1
2020,2,MAGNIFICACION BILATERAL,Mamograf°a,1,1,0,0,1,0,0,0,0,1
2020,2,MAMOGRAFIA BILATERAL,Mamograf°a,400,345,50,0,391,2,3,4,4,396
2020,2,MAMOGRAFIA UNILATERAL,Mamograf°a,20,18,2,0,20,0,0,0,0,20
2020,2,MARCAJE POR SONOGRAFIA,Sonograf°a,3,3,0,0,3,0,0,0,0,3
2020,2,MRI DE ABDOMEN,Resonancia MagnÇtica,1,0,1,0,1,0,0,0,1,0
2020,2,NASOFIBROLARINGOSCOPIA,Endoscop°as Aparato Respiratorio,2,1,1,0,2,0,0,0,0,2
2020,2,NEFROSTOMIA CERRADA,Otros servicios de im†genes,1,1,0,0,1,0,0,0,0,1
2020,2,PARACENTESIS,Sonograf°a,2,2,0,0,2,0,0,0,1,1
2020,2,POLIPECTOM?A ENDOSCOPICA DE RECTO SOD,Rectocismoidoscopia,7,6,1,0,7,0,0,0,1,6
2020,2,RECTOSIGMOIDOSCOP?A CA CU,Rectocismoidoscopia,2,1,1,0,2,0,0,0,1,1
2020,2,RX-ABDOMEN SIMPLE AP,Radiograf°a,4,4,0,0,4,0,0,0,1,3
2020,2,RX-BASE DE CRANEO,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,2,RX-CADERA COMPARATIVA,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2020,2,"RX-CERVICAL COMPLETA, INCLUYENDO ESTUDIOS EN FLEXION Y EXTENS",Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,2,RX-CODO AP Y LATERAL,Radiograf°a,2,2,0,0,2,0,0,0,1,1
2020,2,RX-COLUMNA CERVICAL AP,Radiograf°a,3,3,0,0,3,0,0,0,0,3
2020,2,RX-COLUMNA CERVICAL AP Y LATERAL,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2020,2,RX-COLUMNA DORSAL AP,Radiograf°a,1,0,1,0,1,0,0,0,0,1
2020,2,"RX-COLUMNA DORSAL AP, LATERLA Y 1 OBLICUA",Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,2,RX-COLUMNA DORSO LUMBAR AP Y LATERAL PARA ESCOLIOSIS,Radiograf°a,1,0,1,0,1,0,0,0,0,1
2020,2,RX-COLUMNA DORSOLUMBAR,Radiograf°a,2,2,0,0,2,0,0,0,2,0
2020,2,RX-COLUMNA LUMBAR,Radiograf°a,13,10,3,0,13,0,0,0,3,10
2020,2,RX-COLUMNA LUMBO-SACRA AP Y LATERAL,Radiograf°a,5,4,0,0,4,1,0,0,0,5
2020,2,RX-COLUMNA LUMBOSACRA,Radiograf°a,3,3,0,0,3,0,0,0,1,2
2020,2,RX-CRANEO AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,2,RX-HOMBRO AP,Radiograf°a,6,6,0,0,6,0,0,0,0,6
2020,2,RX-MANO (O AMBAS) 2 POSICIONES (AP Y OBLICUA),Radiograf°a,5,4,1,0,4,0,0,1,0,5
2020,2,RX-MU•ECA AP Y LATERAL,Radiograf°a,4,4,0,0,4,0,0,0,1,3
2020,2,RX-PELVIS AP,Radiograf°a,3,3,0,0,3,0,0,0,0,3
2020,2,RX-PELVIS AP Y LATERAL,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2020,2,RX-PIE 2 POSICIONES,Radiograf°a,3,3,0,0,3,0,0,0,0,3
2020,2,RX-RODILLA (AP Y LATERAL),Radiograf°a,16,15,1,0,16,0,0,0,1,15
2020,2,RX-SENOS PARANASALES,Radiograf°a,3,3,0,0,3,0,0,0,0,3
2020,2,RX-TIBIA Y PERONE (AP Y LATERAL),Radiograf°a,1,1,0,0,1,0,0,0,1,0
2020,2,RX-TOBILLO 2 POSICIONES (AP Y LATERAL),Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,2,RX-TORAX 2 POSICIONES (PA Y 1 OBLICUA / PA Y LATERAL),Radiograf°a,5,5,0,0,5,0,0,0,1,4
2020,2,RX-TORAX AP,Radiograf°a,2,2,0,0,2,0,0,0,1,1
2020,2,RX-TORAX OBLICUAS,Radiograf°a,1,0,1,0,1,0,0,0,0,1
2020,2,RX-TORAX PA,Radiograf°a,388,334,52,0,381,2,4,1,92,296
2020,2,SONOGRAFIA ABDOMINAL,Sonograf°a,116,92,24,0,110,0,2,4,29,87
2020,2,SONOGRAFIA DE CUELLO,Sonograf°a,8,8,0,0,8,0,0,0,1,7
2020,2,SONOGRAFIA DE MAMAS,Sonomamograf°a,633,526,104,0,621,2,4,6,8,625
2020,2,SONOGRAFIA DE PIERNA,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2020,2,SONOGRAFIA DE TIROIDES,Sonograf°a,50,44,6,0,49,0,1,0,0,50
2020,2,SONOGRAFIA ESCROTAL (TESTICULO),Sonograf°a,3,3,0,0,3,0,0,0,2,1
2020,2,SONOGRAFIA PELVICA,Sonograf°a,20,16,4,0,18,0,1,1,2,18
2020,2,SONOGRAFIA PROSTATICA,Sonograf°a,4,4,0,0,4,0,0,0,4,0
2020,2,SONOGRAFIA TRANSVAGINAL,Sonograf°a,133,120,12,0,132,0,1,0,0,133
2020,2,TERAPIA DESCONGESTIVA COMPLEJA,Otros servicios de im†genes,15,7,8,0,15,0,0,0,0,15
2020,2,TERAPIA FISICA BASICA MAS MODALIDAD CINETICA,Otros servicios de im†genes,80,76,4,0,80,0,0,0,3,77
2020,2,TOMA DE MUESTRA PAPANICOLAOU,Cistoscop°a,331,276,53,0,324,0,2,5,1,330
2020,2,TOMOGRAFIA ABDOMEN,Tomograf°a,157,135,20,0,152,1,1,3,42,115
2020,2,TOMOGRAFIA COLUMNA CERVICAL,Tomograf°a,2,2,0,0,2,0,0,0,0,2
2020,2,TOMOGRAFIA COLUMNA DORSAL,Tomograf°a,1,0,1,0,1,0,0,0,1,0
2020,2,TOMOGRAFIA COLUMNA LUMBAR,Tomograf°a,3,3,0,0,3,0,0,0,1,2
2020,2,TOMOGRAFIA CRANEO,Tomograf°a,52,45,7,0,49,0,2,1,16,36
2020,2,TOMOGRAFIA CUELLO (LARINGE O PARTES BLANDAS),Tomograf°a,17,14,3,0,15,0,0,2,9,8
2020,2,TOMOGRAFIA PELVIS,Tomograf°a,13,13,0,0,13,0,0,0,3,10
2020,2,TOMOGRAFIA SENOS PARA NASALES,Tomograf°a,14,13,1,0,14,0,0,0,3,11
2020,2,TOMOGRAFIA TORAX,Tomograf°a,92,85,5,0,89,2,0,1,21,71
2020,2,ULTRASONOGRAF?A DE PROSTATA TRANSRECTAL,Sonograf°a,1,1,0,0,1,0,0,0,1,0
2020,2,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON ,Sonograf°a,3,3,0,0,3,0,0,0,1,2
2020,2,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON ,Sonograf°a,10,9,0,0,10,0,0,0,2,8
2020,2,ULTRASONOGRAFIAS DIAGNOSTICAS DE TEJIDOS BLANDOS DE PARED ABDOMINAL Y ,Sonograf°a,1,0,1,0,1,0,0,0,0,1
2020,2,VIDEO COLONOSCOP?A DIAGN?STICA,Rectocismoidoscopia,56,50,6,0,56,0,0,0,13,43
2020,3,BIOPSIA POR TOMOGRAFIA ,Tomograf°a,14,12,2,0,14,0,0,0,7,7
2020,3,BIOPSIA SONODIRIGIDA DE MAMAS,Sonograf°a,43,35,7,0,43,0,0,0,0,43
2020,3,BIOPSIA SONODIRIGIDA DE MAMAS CON TRUCUT + AGUJA,Sonograf°a,2,1,1,0,2,0,0,0,0,2
2020,3,BIOPSIA SONODIRIGIDA DE PROSTATA,Sonograf°a,19,15,4,0,17,0,1,1,15,4
2020,3,BIOPSIA SONODIRIGIDA DE TIROIDES,Sonograf°a,23,15,7,0,22,1,0,0,0,23
2020,3,CITOSCOPIA ,Cistoscop°a,6,4,2,0,6,0,0,0,4,2
2020,3,COLPOSCOPIA CON BIOPSIA,Colposcop°a,5,5,0,0,4,0,1,0,0,5
2020,3,COMPRESION FOCAL UNILATERAL,Otros servicios de im†genes,4,3,1,0,4,0,0,0,0,4
2020,3,DRENAJE ,Sonograf°a,1,1,0,0,1,0,0,0,1,0
2020,3,DRENAJE PERCUTANEO DE ABSCESOS Y COLECCIONES LIQUIDA,Sonograf°a,1,0,1,0,1,0,0,0,1,0
2020,3,ECOCARDIOGRAMA,Otros servicios de im†genes,105,94,11,0,103,0,1,1,24,81
2020,3,ESTUDIO DE COLORACION BASICA EN CITOLOGIA CERVICOVAGINAL (PAPANICOLAU),Otros servicios de im†genes,1,1,0,0,1,0,0,0,0,1
2020,3,GASTROSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD,Endoscop°as G†strica,22,18,4,0,21,0,1,0,3,19
2020,3,INMUNOHISTOQUIMICA TEJIDOS L?QUIDOS (MEDULA Y SANGRE),Otros servicios de im†genes,1,0,1,0,1,0,0,0,1,0
2020,3,INMUNOHISTOQUIMICA TEJIDOS SOLIDOS,Otros servicios de im†genes,8,3,5,0,8,0,0,0,1,7
2020,3,LIGADURA ENDOSCOPICA DE VARICES ESOFAGICAS,Endoscop°as G†strica,1,1,0,0,1,0,0,0,0,1
2020,3,MAMOGRAFIA BILATERAL,Mamograf°a,261,239,21,0,253,1,0,7,4,257
2020,3,MAMOGRAFIA UNILATERAL,Mamograf°a,7,4,3,0,7,0,0,0,0,7
2020,3,MARCAJE POR SONOGRAFIA,Sonograf°a,3,1,2,0,3,0,0,0,0,3
2020,3,MRI COLUMNA LUMBAR,Resonancia MagnÇtica,6,6,0,0,6,0,0,0,2,4
2020,3,MRI COLUMNA SACRA,Resonancia MagnÇtica,1,1,0,0,1,0,0,0,0,1
2020,3,MRI DE ABDOMEN,Resonancia MagnÇtica,15,13,2,0,15,0,0,0,4,11
2020,3,NEFROSTOMIA CERRADA,Otros servicios de im†genes,1,1,0,0,1,0,0,0,0,1
2020,3,PARACENTESIS,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2020,3,POLIPECTOM?A ENDOSCOPICA DE RECTO SOD,Rectocismoidoscopia,6,5,1,0,6,0,0,0,1,5
2020,3,RX-ABDOMEN SIMPLE AP,Radiograf°a,3,3,0,0,3,0,0,0,1,2
2020,3,RX-CADERA COMPARATIVA,Radiograf°a,3,2,1,0,3,0,0,0,0,3
2020,3,RX-CODO AP Y LATERAL,Radiograf°a,1,0,1,0,1,0,0,0,0,1
2020,3,RX-COLUMNA CERVICAL AP,Radiograf°a,3,3,0,0,3,0,0,0,1,2
2020,3,RX-COLUMNA CERVICAL AP Y LATERAL,Radiograf°a,6,6,0,0,6,0,0,0,4,2
2020,3,RX-COLUMNA DORSO LUMBAR AP Y LATERAL PARA ESCOLIOSIS,Radiograf°a,1,0,1,0,1,0,0,0,0,1
2020,3,RX-COLUMNA DORSOLUMBAR,Radiograf°a,2,0,2,0,2,0,0,0,1,1
2020,3,RX-COLUMNA LUMBAR,Radiograf°a,3,3,0,0,3,0,0,0,1,2
2020,3,RX-COLUMNA LUMBO-SACRA AP Y LATERAL,Radiograf°a,8,6,2,0,8,0,0,0,2,6
2020,3,RX-COLUMNA LUMBOSACRA,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,3,RX-CRANEO AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2020,3,RX-CUELLO PARA TEJIDOS BLANDOS,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2020,3,RX-HOMBRO AP,Radiograf°a,5,5,0,0,5,0,0,0,1,4
2020,3,RX-MANO (O AMBAS) 2 POSICIONES (AP Y OBLICUA),Radiograf°a,3,3,0,0,3,0,0,0,0,3
2020,3,RX-MU•ECA AP Y LATERAL,Radiograf°a,3,3,0,0,1,0,1,1,0,3
2020,3,RX-PIE 2 POSICIONES,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2020,3,RX-RODILLA (AP Y LATERAL),Radiograf°a,6,5,1,0,6,0,0,0,2,4
2020,3,RX-TIBIA Y PERONE (AP Y LATERAL),Radiograf°a,1,0,1,0,1,0,0,0,0,1
2020,3,RX-TOBILLO 2 POSICIONES (AP Y LATERAL),Radiograf°a,1,0,1,0,1,0,0,0,0,1
2020,3,RX-TORAX 2 POSICIONES (PA Y 1 OBLICUA / PA Y LATERAL),Radiograf°a,4,3,1,0,4,0,0,0,1,3
2020,3,RX-TORAX AP,Radiograf°a,6,5,1,0,6,0,0,0,0,6
2020,3,RX-TORAX PA,Radiograf°a,224,182,35,0,211,4,3,6,38,186
2020,3,SONOGRAFIA ABDOMINAL,Sonograf°a,76,67,9,0,75,0,0,1,20,56
2020,3,SONOGRAFIA DE AXILA,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2020,3,SONOGRAFIA DE CUELLO,Sonograf°a,7,5,2,0,6,0,0,1,2,5
2020,3,SONOGRAFIA DE MAMAS,Sonomamograf°a,399,338,58,0,392,1,0,6,4,395
2020,3,SONOGRAFIA DE TIROIDES,Sonograf°a,34,29,5,0,34,0,0,0,0,34
2020,3,SONOGRAFIA PELVICA,Sonograf°a,9,9,0,0,9,0,0,0,6,3
2020,3,SONOGRAFIA PROSTATICA,Sonograf°a,3,3,0,0,3,0,0,0,3,0
2020,3,SONOGRAFIA TRANSVAGINAL,Sonograf°a,78,68,10,0,77,0,0,1,0,78
2020,3,TERAPIA DESCONGESTIVA COMPLEJA,Otros servicios de im†genes,2,0,2,0,2,0,0,0,0,2
2020,3,TERAPIA FISICA BASICA MAS MODALIDAD CINETICA,Otros servicios de im†genes,59,52,7,0,58,0,0,1,4,55
2020,3,TOMA DE MUESTRA PAPANICOLAOU,Cistoscop°a,67,57,10,0,65,0,1,1,1,66
2020,3,TOMOGRAFIA ABDOMEN,Tomograf°a,88,63,22,0,85,1,2,0,26,62
2020,3,TOMOGRAFIA COLUMNA LUMBAR,Tomograf°a,4,4,0,0,4,0,0,0,0,4
2020,3,TOMOGRAFIA CRANEO,Tomograf°a,49,35,13,0,47,1,0,1,17,32
2020,3,TOMOGRAFIA CUELLO (LARINGE O PARTES BLANDAS),Tomograf°a,14,10,4,0,14,0,0,0,7,7
2020,3,TOMOGRAFIA EXTREMIDADES INFERIORES,Tomograf°a,2,2,0,0,2,0,0,0,0,2
2020,3,TOMOGRAFIA PELVIS,Tomograf°a,6,4,2,0,5,0,0,1,2,4
2020,3,TOMOGRAFIA SENOS PARA NASALES,Tomograf°a,7,5,2,0,7,0,0,0,1,6
2020,3,TOMOGRAFIA TORAX,Tomograf°a,54,49,4,0,54,0,0,0,13,41
2020,3,ULTRASONOGRAF?A DE PROSTATA TRANSRECTAL,Sonograf°a,2,2,0,0,2,0,0,0,2,0
2020,3,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON ,Sonograf°a,4,3,1,0,4,0,0,0,0,4
2020,3,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON ,Sonograf°a,9,9,0,0,9,0,0,0,1,8
2020,3,VIDEO COLONOSCOP?A DIAGN?STICA,Rectocismoidoscopia,26,17,9,0,25,0,1,0,6,20
2020,4,ECOCARDIOGRAMA,Otros servicios de im†genes,2,2,0,0,2,0,0,0,0,2
2020,4,INMUNOHISTOQUIMICA TEJIDOS SOLIDOS,Otros servicios de im†genes,1,1,0,0,1,0,0,0,0,1
2020,5,BIOPSIA POR TOMOGRAFIA ,Tomograf°a,7,5,1,0,6,0,1,0,2,5
2020,5,BIOPSIA SONODIRIGIDA DE MAMAS,Sonograf°a,17,15,2,0,17,0,0,0,2,15
2020,5,BIOPSIA SONODIRIGIDA DE PROSTATA,Sonograf°a,6,5,1,0,6,0,0,0,6,0
2020,5,BIOPSIA SONODIRIGIDA DE TIROIDES,Sonograf°a,6,3,2,0,6,0,0,0,1,5
2020,5,DRENAJE PERCUTANEO DE ABSCESOS Y COLECCIONES LIQUIDA,Sonograf°a,2,2,0,0,2,0,0,0,1,1
2020,5,ECOCARDIOGRAMA,Otros servicios de im†genes,21,13,8,0,21,0,0,0,6,15
2020,5,INMUNOHISTOQUIMICA TEJIDOS SOLIDOS,Otros servicios de im†genes,6,3,3,0,6,0,0,0,1,5
